Delta,Theta,Alpha,Beta,Gamma,NumNotesInScale,NumOctaves,LastNoteIndex,NextNote
0.005,8.659,0.042,93.362,0.196,7.0,4.0,0.0,0.0
0.005,8.659,0.042,93.362,0.196,12.0,4.0,8.0,4.0
0.005,8.659,0.042,93.362,0.196,5.0,5.0,2.0,0.0
0.005,8.659,0.042,93.362,0.196,7.0,5.0,2.0,4.0
0.005,8.659,0.042,93.362,0.196,12.0,5.0,7.0,4.0
0.005,8.659,0.042,93.362,0.196,5.0,6.0,0.0,2.0
0.005,8.659,0.042,93.362,0.196,7.0,6.0,3.0,4.0
0.005,8.659,0.042,93.362,0.196,12.0,6.0,1.0,2.0
0.005,8.659,0.042,93.362,0.196,5.0,7.0,0.0,2.0
0.005,8.659,0.042,93.362,0.196,7.0,7.0,3.0,4.0
0.005,8.659,0.042,93.362,0.196,12.0,7.0,9.0,9.0
0.005,8.659,0.196,0.042,93.362,5.0,1.0,0.0,1.0
0.005,8.659,0.196,0.042,93.362,7.0,1.0,5.0,5.0
0.005,8.659,0.196,0.042,93.362,12.0,1.0,4.0,7.0
0.005,8.659,0.196,0.042,93.362,5.0,2.0,2.0,0.0
0.005,8.659,0.196,0.042,93.362,7.0,2.0,1.0,3.0
0.005,8.659,0.196,0.042,93.362,12.0,2.0,5.0,8.0
0.005,8.659,0.196,0.042,93.362,5.0,3.0,2.0,0.0
0.005,8.659,0.196,0.042,93.362,7.0,3.0,1.0,1.0
0.005,8.659,0.196,0.042,93.362,12.0,3.0,4.0,9.0
0.005,8.659,0.196,0.042,93.362,5.0,4.0,0.0,0.0
0.005,8.659,0.196,0.042,93.362,7.0,4.0,5.0,1.0
0.005,8.659,0.196,0.042,93.362,12.0,4.0,0.0,0.0
0.005,8.659,0.196,0.042,93.362,5.0,5.0,1.0,2.0
0.005,8.659,0.196,0.042,93.362,7.0,5.0,5.0,0.0
0.005,8.659,0.196,0.042,93.362,12.0,5.0,8.0,5.0
0.005,8.659,0.196,0.042,93.362,5.0,6.0,2.0,3.0
0.005,8.659,0.196,0.042,93.362,7.0,6.0,1.0,0.0
0.005,8.659,0.196,0.042,93.362,12.0,6.0,9.0,5.0
0.005,8.659,0.196,0.042,93.362,5.0,7.0,3.0,0.0
0.005,8.659,0.196,0.042,93.362,7.0,7.0,5.0,0.0
0.005,8.659,0.196,0.042,93.362,12.0,7.0,7.0,10.0
0.005,8.659,0.196,93.362,0.042,5.0,1.0,3.0,0.0
0.005,8.659,0.196,93.362,0.042,7.0,1.0,2.0,4.0
0.005,8.659,0.196,93.362,0.042,12.0,1.0,10.0,0.0
0.005,8.659,0.196,93.362,0.042,5.0,2.0,3.0,2.0
0.005,8.659,0.196,93.362,0.042,7.0,2.0,1.0,2.0
0.005,8.659,0.196,93.362,0.042,12.0,2.0,3.0,0.0
0.005,8.659,0.196,93.362,0.042,5.0,3.0,0.0,2.0
0.005,8.659,0.196,93.362,0.042,7.0,3.0,5.0,4.0
0.005,8.659,0.196,93.362,0.042,12.0,3.0,5.0,8.0
0.005,8.659,0.196,93.362,0.042,5.0,4.0,1.0,0.0
0.005,8.659,0.196,93.362,0.042,7.0,4.0,1.0,3.0
0.005,8.659,0.196,93.362,0.042,12.0,4.0,8.0,4.0
0.005,8.659,0.196,93.362,0.042,5.0,5.0,0.0,0.0
0.005,8.659,0.196,93.362,0.042,7.0,5.0,1.0,3.0
0.005,8.659,0.196,93.362,0.042,12.0,5.0,0.0,8.0
0.005,8.659,0.196,93.362,0.042,5.0,6.0,3.0,3.0
0.005,8.659,0.196,93.362,0.042,7.0,6.0,2.0,1.0
0.005,8.659,0.196,93.362,0.042,12.0,6.0,6.0,1.0
0.005,8.659,0.196,93.362,0.042,5.0,7.0,2.0,2.0
0.005,8.659,0.196,93.362,0.042,7.0,7.0,3.0,1.0
0.005,8.659,0.196,93.362,0.042,12.0,7.0,1.0,2.0
0.005,8.659,93.362,0.042,0.196,5.0,1.0,0.0,2.0
0.005,8.659,93.362,0.042,0.196,7.0,1.0,1.0,3.0
0.005,8.659,93.362,0.042,0.196,12.0,1.0,3.0,4.0
0.005,8.659,93.362,0.042,0.196,5.0,2.0,2.0,0.0
0.005,8.659,93.362,0.042,0.196,7.0,2.0,1.0,5.0
0.005,8.659,93.362,0.042,0.196,12.0,2.0,1.0,9.0
0.005,8.659,93.362,0.042,0.196,5.0,3.0,3.0,2.0
0.005,8.659,93.362,0.042,0.196,7.0,3.0,3.0,4.0
0.005,8.659,93.362,0.042,0.196,12.0,3.0,10.0,6.0
0.005,8.659,93.362,0.042,0.196,5.0,4.0,2.0,1.0
0.005,8.659,93.362,0.042,0.196,7.0,4.0,4.0,5.0
0.005,8.659,93.362,0.042,0.196,12.0,4.0,1.0,6.0
0.005,8.659,93.362,0.042,0.196,5.0,5.0,0.0,0.0
0.005,8.659,93.362,0.042,0.196,7.0,5.0,4.0,2.0
0.005,8.659,93.362,0.042,0.196,12.0,5.0,6.0,10.0
0.005,8.659,93.362,0.042,0.196,5.0,6.0,0.0,0.0
0.005,8.659,93.362,0.042,0.196,7.0,6.0,3.0,3.0
0.005,8.659,93.362,0.042,0.196,12.0,6.0,6.0,9.0
0.005,8.659,93.362,0.042,0.196,5.0,7.0,0.0,2.0
0.005,8.659,93.362,0.042,0.196,7.0,7.0,0.0,1.0
0.005,8.659,93.362,0.042,0.196,12.0,7.0,9.0,0.0
0.005,8.659,93.362,0.196,0.042,5.0,1.0,2.0,1.0
0.005,8.659,93.362,0.196,0.042,7.0,1.0,0.0,2.0
0.005,8.659,93.362,0.196,0.042,12.0,1.0,0.0,5.0
0.005,8.659,93.362,0.196,0.042,5.0,2.0,2.0,1.0
0.005,8.659,93.362,0.196,0.042,7.0,2.0,1.0,0.0
0.005,8.659,93.362,0.196,0.042,12.0,2.0,2.0,7.0
0.005,8.659,93.362,0.196,0.042,5.0,3.0,0.0,0.0
0.005,8.659,93.362,0.196,0.042,7.0,3.0,5.0,4.0
0.005,8.659,93.362,0.196,0.042,12.0,3.0,1.0,10.0
0.005,8.659,93.362,0.196,0.042,5.0,4.0,2.0,3.0
0.005,8.659,93.362,0.196,0.042,7.0,4.0,3.0,2.0
0.005,8.659,93.362,0.196,0.042,12.0,4.0,1.0,6.0
0.005,8.659,93.362,0.196,0.042,5.0,5.0,2.0,3.0
0.005,8.659,93.362,0.196,0.042,7.0,5.0,5.0,5.0
0.005,8.659,93.362,0.196,0.042,12.0,5.0,9.0,2.0
0.005,8.659,93.362,0.196,0.042,5.0,6.0,2.0,0.0
0.005,8.659,93.362,0.196,0.042,7.0,6.0,1.0,4.0
0.005,8.659,93.362,0.196,0.042,12.0,6.0,10.0,0.0
0.005,8.659,93.362,0.196,0.042,5.0,7.0,2.0,0.0
0.005,8.659,93.362,0.196,0.042,7.0,7.0,3.0,5.0
0.005,8.659,93.362,0.196,0.042,12.0,7.0,4.0,3.0
0.005,93.362,0.042,0.196,8.659,5.0,1.0,3.0,2.0
0.005,93.362,0.042,0.196,8.659,7.0,1.0,0.0,5.0
0.005,93.362,0.042,0.196,8.659,12.0,1.0,5.0,2.0
0.005,93.362,0.042,0.196,8.659,5.0,2.0,1.0,0.0
0.005,93.362,0.042,0.196,8.659,7.0,2.0,2.0,2.0
0.005,93.362,0.042,0.196,8.659,12.0,2.0,4.0,7.0
0.005,93.362,0.042,0.196,8.659,5.0,3.0,1.0,0.0
0.005,93.362,0.042,0.196,8.659,7.0,3.0,0.0,4.0
0.005,93.362,0.042,0.196,8.659,12.0,3.0,8.0,9.0
0.005,93.362,0.042,0.196,8.659,5.0,4.0,2.0,3.0
0.005,93.362,0.042,0.196,8.659,7.0,4.0,1.0,0.0
0.005,93.362,0.042,0.196,8.659,12.0,4.0,2.0,10.0
0.005,93.362,0.042,0.196,8.659,5.0,5.0,2.0,1.0
0.005,93.362,0.042,0.196,8.659,7.0,5.0,4.0,5.0
0.005,93.362,0.042,0.196,8.659,12.0,5.0,2.0,1.0
0.005,93.362,0.042,0.196,8.659,5.0,6.0,3.0,1.0
0.005,93.362,0.042,0.196,8.659,7.0,6.0,1.0,0.0
0.005,93.362,0.042,0.196,8.659,12.0,6.0,7.0,5.0
0.005,93.362,0.042,0.196,8.659,5.0,7.0,2.0,3.0
0.005,93.362,0.042,0.196,8.659,7.0,7.0,0.0,2.0
0.005,93.362,0.042,0.196,8.659,12.0,7.0,4.0,6.0
0.005,93.362,0.042,8.659,0.196,5.0,1.0,1.0,0.0
0.005,93.362,0.042,8.659,0.196,7.0,1.0,0.0,3.0
0.005,93.362,0.042,8.659,0.196,12.0,1.0,7.0,2.0
0.005,93.362,0.042,8.659,0.196,5.0,2.0,2.0,0.0
0.005,93.362,0.042,8.659,0.196,7.0,2.0,5.0,4.0
0.005,93.362,0.042,8.659,0.196,12.0,2.0,7.0,5.0
0.005,93.362,0.042,8.659,0.196,5.0,3.0,0.0,3.0
0.005,93.362,0.042,8.659,0.196,7.0,3.0,2.0,0.0
0.005,93.362,0.042,8.659,0.196,12.0,3.0,6.0,6.0
0.005,93.362,0.042,8.659,0.196,5.0,4.0,0.0,0.0
0.005,93.362,0.042,8.659,0.196,7.0,4.0,5.0,3.0
0.005,93.362,0.042,8.659,0.196,12.0,4.0,0.0,3.0
0.005,93.362,0.042,8.659,0.196,5.0,5.0,1.0,0.0
0.005,93.362,0.042,8.659,0.196,7.0,5.0,4.0,4.0
0.005,93.362,0.042,8.659,0.196,12.0,5.0,4.0,7.0
0.005,93.362,0.042,8.659,0.196,5.0,6.0,3.0,1.0
0.005,93.362,0.042,8.659,0.196,7.0,6.0,3.0,5.0
0.005,93.362,0.042,8.659,0.196,12.0,6.0,6.0,0.0
0.005,93.362,0.042,8.659,0.196,5.0,7.0,3.0,0.0
0.005,93.362,0.042,8.659,0.196,7.0,7.0,0.0,0.0
0.005,93.362,0.042,8.659,0.196,12.0,7.0,8.0,8.0
0.005,93.362,0.196,0.042,8.659,5.0,1.0,1.0,2.0
0.005,93.362,0.196,0.042,8.659,7.0,1.0,3.0,1.0
0.005,93.362,0.196,0.042,8.659,12.0,1.0,9.0,7.0
0.005,93.362,0.196,0.042,8.659,5.0,2.0,2.0,2.0
0.005,93.362,0.196,0.042,8.659,7.0,2.0,4.0,3.0
0.005,93.362,0.196,0.042,8.659,12.0,2.0,7.0,4.0
0.005,93.362,0.196,0.042,8.659,5.0,3.0,2.0,0.0
0.005,93.362,0.196,0.042,8.659,7.0,3.0,5.0,0.0
0.005,93.362,0.196,0.042,8.659,12.0,3.0,1.0,2.0
0.005,93.362,0.196,0.042,8.659,5.0,4.0,2.0,2.0
0.005,93.362,0.196,0.042,8.659,7.0,4.0,0.0,1.0
0.005,93.362,0.196,0.042,8.659,12.0,4.0,4.0,6.0
0.005,93.362,0.196,0.042,8.659,5.0,5.0,3.0,2.0
0.005,93.362,0.196,0.042,8.659,7.0,5.0,4.0,0.0
0.005,93.362,0.196,0.042,8.659,12.0,5.0,4.0,6.0
0.005,93.362,0.196,0.042,8.659,5.0,6.0,2.0,2.0
0.005,93.362,0.196,0.042,8.659,7.0,6.0,1.0,0.0
0.005,93.362,0.196,0.042,8.659,12.0,6.0,3.0,2.0
0.005,93.362,0.196,0.042,8.659,5.0,7.0,1.0,0.0
0.005,93.362,0.196,0.042,8.659,7.0,7.0,5.0,3.0
0.005,93.362,0.196,0.042,8.659,12.0,7.0,2.0,10.0
0.005,93.362,0.196,8.659,0.042,5.0,1.0,1.0,1.0
0.005,93.362,0.196,8.659,0.042,7.0,1.0,5.0,2.0
0.005,93.362,0.196,8.659,0.042,12.0,1.0,7.0,8.0
0.005,93.362,0.196,8.659,0.042,5.0,2.0,2.0,2.0
0.005,93.362,0.196,8.659,0.042,7.0,2.0,2.0,0.0
0.005,93.362,0.196,8.659,0.042,12.0,2.0,7.0,2.0
0.005,93.362,0.196,8.659,0.042,5.0,3.0,1.0,2.0
0.005,93.362,0.196,8.659,0.042,7.0,3.0,3.0,0.0
0.005,93.362,0.196,8.659,0.042,12.0,3.0,9.0,7.0
0.005,93.362,0.196,8.659,0.042,5.0,4.0,0.0,0.0
0.005,93.362,0.196,8.659,0.042,7.0,4.0,4.0,2.0
0.005,93.362,0.196,8.659,0.042,12.0,4.0,2.0,6.0
0.005,93.362,0.196,8.659,0.042,5.0,5.0,0.0,1.0
0.005,93.362,0.196,8.659,0.042,7.0,5.0,0.0,1.0
0.005,93.362,0.196,8.659,0.042,12.0,5.0,5.0,1.0
0.005,93.362,0.196,8.659,0.042,5.0,6.0,3.0,2.0
0.005,93.362,0.196,8.659,0.042,7.0,6.0,3.0,2.0
0.005,93.362,0.196,8.659,0.042,12.0,6.0,0.0,8.0
0.005,93.362,0.196,8.659,0.042,5.0,7.0,2.0,1.0
0.005,93.362,0.196,8.659,0.042,7.0,7.0,0.0,0.0
0.005,93.362,0.196,8.659,0.042,12.0,7.0,1.0,9.0
0.005,93.362,8.659,0.042,0.196,5.0,1.0,2.0,3.0
0.005,93.362,8.659,0.042,0.196,7.0,1.0,2.0,0.0
0.005,93.362,8.659,0.042,0.196,12.0,1.0,8.0,5.0
0.005,93.362,8.659,0.042,0.196,5.0,2.0,2.0,3.0
0.005,93.362,8.659,0.042,0.196,7.0,2.0,5.0,4.0
0.005,93.362,8.659,0.042,0.196,12.0,2.0,5.0,2.0
0.005,93.362,8.659,0.042,0.196,5.0,3.0,3.0,3.0
0.005,93.362,8.659,0.042,0.196,7.0,3.0,4.0,1.0
0.005,93.362,8.659,0.042,0.196,12.0,3.0,9.0,2.0
0.005,93.362,8.659,0.042,0.196,5.0,4.0,0.0,3.0
0.005,93.362,8.659,0.042,0.196,7.0,4.0,2.0,4.0
0.005,93.362,8.659,0.042,0.196,12.0,4.0,2.0,5.0
0.005,93.362,8.659,0.042,0.196,5.0,5.0,3.0,2.0
0.005,93.362,8.659,0.042,0.196,7.0,5.0,3.0,1.0
0.005,93.362,8.659,0.042,0.196,12.0,5.0,7.0,3.0
0.005,93.362,8.659,0.042,0.196,5.0,6.0,3.0,2.0
0.005,93.362,8.659,0.042,0.196,7.0,6.0,1.0,2.0
0.005,93.362,8.659,0.042,0.196,12.0,6.0,1.0,10.0
0.005,93.362,8.659,0.042,0.196,5.0,7.0,2.0,2.0
0.005,93.362,8.659,0.042,0.196,7.0,7.0,4.0,4.0
0.005,93.362,8.659,0.042,0.196,12.0,7.0,9.0,8.0
0.005,93.362,8.659,0.196,0.042,5.0,1.0,1.0,2.0
0.005,93.362,8.659,0.196,0.042,7.0,1.0,2.0,2.0
0.005,93.362,8.659,0.196,0.042,12.0,1.0,6.0,5.0
0.005,93.362,8.659,0.196,0.042,5.0,2.0,1.0,1.0
0.005,93.362,8.659,0.196,0.042,7.0,2.0,3.0,5.0
0.005,93.362,8.659,0.196,0.042,12.0,2.0,8.0,4.0
0.005,93.362,8.659,0.196,0.042,5.0,3.0,2.0,2.0
0.005,93.362,8.659,0.196,0.042,7.0,3.0,5.0,4.0
0.005,93.362,8.659,0.196,0.042,12.0,3.0,10.0,1.0
0.005,93.362,8.659,0.196,0.042,5.0,4.0,0.0,2.0
0.005,93.362,8.659,0.196,0.042,7.0,4.0,4.0,3.0
0.005,93.362,8.659,0.196,0.042,12.0,4.0,0.0,5.0
0.005,93.362,8.659,0.196,0.042,5.0,5.0,3.0,0.0
0.005,93.362,8.659,0.196,0.042,7.0,5.0,3.0,3.0
0.005,93.362,8.659,0.196,0.042,12.0,5.0,0.0,0.0
0.005,93.362,8.659,0.196,0.042,5.0,6.0,0.0,0.0
0.005,93.362,8.659,0.196,0.042,7.0,6.0,5.0,0.0
0.005,93.362,8.659,0.196,0.042,12.0,6.0,3.0,7.0
0.005,93.362,8.659,0.196,0.042,5.0,7.0,3.0,0.0
0.005,93.362,8.659,0.196,0.042,7.0,7.0,3.0,1.0
0.005,93.362,8.659,0.196,0.042,12.0,7.0,8.0,0.0
0.042,0.005,0.196,8.659,93.362,5.0,1.0,0.0,1.0
0.042,0.005,0.196,8.659,93.362,7.0,1.0,1.0,0.0
0.042,0.005,0.196,8.659,93.362,12.0,1.0,4.0,2.0
0.042,0.005,0.196,8.659,93.362,5.0,2.0,3.0,1.0
0.042,0.005,0.196,8.659,93.362,7.0,2.0,3.0,4.0
0.042,0.005,0.196,8.659,93.362,12.0,2.0,5.0,5.0
0.042,0.005,0.196,8.659,93.362,5.0,3.0,3.0,2.0
0.042,0.005,0.196,8.659,93.362,7.0,3.0,5.0,0.0
0.042,0.005,0.196,8.659,93.362,12.0,3.0,9.0,1.0
0.042,0.005,0.196,8.659,93.362,5.0,4.0,0.0,1.0
0.042,0.005,0.196,8.659,93.362,7.0,4.0,0.0,5.0
0.042,0.005,0.196,8.659,93.362,12.0,4.0,10.0,7.0
0.042,0.005,0.196,8.659,93.362,5.0,5.0,2.0,1.0
0.042,0.005,0.196,8.659,93.362,7.0,5.0,5.0,1.0
0.042,0.005,0.196,8.659,93.362,12.0,5.0,6.0,10.0
0.042,0.005,0.196,8.659,93.362,5.0,6.0,2.0,0.0
0.042,0.005,0.196,8.659,93.362,7.0,6.0,3.0,3.0
0.042,0.005,0.196,8.659,93.362,12.0,6.0,0.0,0.0
0.042,0.005,0.196,8.659,93.362,5.0,7.0,1.0,3.0
0.042,0.005,0.196,8.659,93.362,7.0,7.0,1.0,3.0
0.042,0.005,0.196,8.659,93.362,12.0,7.0,7.0,0.0
0.042,0.005,0.196,93.362,8.659,5.0,1.0,0.0,1.0
0.042,0.005,0.196,93.362,8.659,7.0,1.0,5.0,3.0
0.042,0.005,0.196,93.362,8.659,12.0,1.0,4.0,9.0
0.042,0.005,0.196,93.362,8.659,5.0,2.0,3.0,2.0
0.042,0.005,0.196,93.362,8.659,7.0,2.0,3.0,5.0
0.042,0.005,0.196,93.362,8.659,12.0,2.0,2.0,6.0
0.042,0.005,0.196,93.362,8.659,5.0,3.0,2.0,0.0
0.042,0.005,0.196,93.362,8.659,7.0,3.0,3.0,3.0
0.042,0.005,0.196,93.362,8.659,12.0,3.0,9.0,5.0
0.042,0.005,0.196,93.362,8.659,5.0,4.0,1.0,3.0
0.042,0.005,0.196,93.362,8.659,7.0,4.0,3.0,0.0
0.042,0.005,0.196,93.362,8.659,12.0,4.0,4.0,3.0
0.042,0.005,0.196,93.362,8.659,5.0,5.0,0.0,1.0
0.042,0.005,0.196,93.362,8.659,7.0,5.0,5.0,3.0
0.042,0.005,0.196,93.362,8.659,12.0,5.0,3.0,3.0
0.042,0.005,0.196,93.362,8.659,5.0,6.0,2.0,2.0
0.042,0.005,0.196,93.362,8.659,7.0,6.0,5.0,5.0
0.042,0.005,0.196,93.362,8.659,12.0,6.0,1.0,0.0
0.042,0.005,0.196,93.362,8.659,5.0,7.0,1.0,1.0
0.042,0.005,0.196,93.362,8.659,7.0,7.0,5.0,3.0
0.042,0.005,0.196,93.362,8.659,12.0,7.0,2.0,10.0
0.042,0.005,8.659,0.196,93.362,5.0,1.0,2.0,0.0
0.042,0.005,8.659,0.196,93.362,7.0,1.0,2.0,1.0
0.042,0.005,8.659,0.196,93.362,12.0,1.0,4.0,4.0
0.042,0.005,8.659,0.196,93.362,5.0,2.0,3.0,0.0
0.042,0.005,8.659,0.196,93.362,7.0,2.0,1.0,2.0
0.042,0.005,8.659,0.196,93.362,12.0,2.0,3.0,0.0
0.042,0.005,8.659,0.196,93.362,5.0,3.0,2.0,0.0
0.042,0.005,8.659,0.196,93.362,7.0,3.0,4.0,0.0
0.042,0.005,8.659,0.196,93.362,12.0,3.0,2.0,9.0
0.042,0.005,8.659,0.196,93.362,5.0,4.0,2.0,0.0
0.042,0.005,8.659,0.196,93.362,7.0,4.0,5.0,4.0
0.042,0.005,8.659,0.196,93.362,12.0,4.0,8.0,9.0
0.042,0.005,8.659,0.196,93.362,5.0,5.0,0.0,3.0
0.042,0.005,8.659,0.196,93.362,7.0,5.0,1.0,5.0
0.042,0.005,8.659,0.196,93.362,12.0,5.0,5.0,6.0
0.042,0.005,8.659,0.196,93.362,5.0,6.0,0.0,0.0
0.042,0.005,8.659,0.196,93.362,7.0,6.0,2.0,1.0
0.042,0.005,8.659,0.196,93.362,12.0,6.0,4.0,6.0
0.042,0.005,8.659,0.196,93.362,5.0,7.0,1.0,3.0
0.042,0.005,8.659,0.196,93.362,7.0,7.0,0.0,2.0
0.042,0.005,8.659,0.196,93.362,12.0,7.0,7.0,4.0
0.042,0.005,8.659,93.362,0.196,5.0,1.0,0.0,2.0
0.042,0.005,8.659,93.362,0.196,7.0,1.0,2.0,4.0
0.042,0.005,8.659,93.362,0.196,12.0,1.0,5.0,10.0
0.042,0.005,8.659,93.362,0.196,5.0,2.0,2.0,0.0
0.042,0.005,8.659,93.362,0.196,7.0,2.0,4.0,0.0
0.042,0.005,8.659,93.362,0.196,12.0,2.0,10.0,2.0
0.042,0.005,8.659,93.362,0.196,5.0,3.0,1.0,2.0
0.042,0.005,8.659,93.362,0.196,7.0,3.0,3.0,3.0
0.042,0.005,8.659,93.362,0.196,12.0,3.0,8.0,7.0
0.042,0.005,8.659,93.362,0.196,5.0,4.0,0.0,2.0
0.042,0.005,8.659,93.362,0.196,7.0,4.0,2.0,4.0
0.042,0.005,8.659,93.362,0.196,12.0,4.0,8.0,9.0
0.042,0.005,8.659,93.362,0.196,5.0,5.0,1.0,3.0
0.042,0.005,8.659,93.362,0.196,7.0,5.0,2.0,2.0
0.042,0.005,8.659,93.362,0.196,12.0,5.0,6.0,6.0
0.042,0.005,8.659,93.362,0.196,5.0,6.0,0.0,0.0
0.042,0.005,8.659,93.362,0.196,7.0,6.0,4.0,3.0
0.042,0.005,8.659,93.362,0.196,12.0,6.0,3.0,10.0
0.042,0.005,8.659,93.362,0.196,5.0,7.0,1.0,2.0
0.042,0.005,8.659,93.362,0.196,7.0,7.0,0.0,3.0
0.042,0.005,8.659,93.362,0.196,12.0,7.0,7.0,5.0
0.042,0.005,93.362,0.196,8.659,5.0,1.0,3.0,3.0
0.042,0.005,93.362,0.196,8.659,7.0,1.0,4.0,4.0
0.042,0.005,93.362,0.196,8.659,12.0,1.0,3.0,9.0
0.042,0.005,93.362,0.196,8.659,5.0,2.0,3.0,1.0
0.042,0.005,93.362,0.196,8.659,7.0,2.0,2.0,2.0
0.042,0.005,93.362,0.196,8.659,12.0,2.0,7.0,0.0
0.042,0.005,93.362,0.196,8.659,5.0,3.0,1.0,1.0
0.042,0.005,93.362,0.196,8.659,7.0,3.0,0.0,5.0
0.042,0.005,93.362,0.196,8.659,12.0,3.0,0.0,0.0
0.042,0.005,93.362,0.196,8.659,5.0,4.0,2.0,3.0
0.042,0.005,93.362,0.196,8.659,7.0,4.0,0.0,0.0
0.042,0.005,93.362,0.196,8.659,12.0,4.0,7.0,10.0
0.042,0.005,93.362,0.196,8.659,5.0,5.0,2.0,0.0
0.042,0.005,93.362,0.196,8.659,7.0,5.0,3.0,4.0
0.042,0.005,93.362,0.196,8.659,12.0,5.0,9.0,4.0
0.042,0.005,93.362,0.196,8.659,5.0,6.0,3.0,1.0
0.042,0.005,93.362,0.196,8.659,7.0,6.0,3.0,4.0
0.042,0.005,93.362,0.196,8.659,12.0,6.0,4.0,7.0
0.042,0.005,93.362,0.196,8.659,5.0,7.0,0.0,3.0
0.042,0.005,93.362,0.196,8.659,7.0,7.0,3.0,0.0
0.042,0.005,93.362,0.196,8.659,12.0,7.0,4.0,3.0
0.042,0.005,93.362,8.659,0.196,5.0,1.0,2.0,3.0
0.042,0.005,93.362,8.659,0.196,7.0,1.0,3.0,4.0
0.042,0.005,93.362,8.659,0.196,12.0,1.0,7.0,7.0
0.042,0.005,93.362,8.659,0.196,5.0,2.0,2.0,2.0
0.042,0.005,93.362,8.659,0.196,7.0,2.0,4.0,2.0
0.042,0.005,93.362,8.659,0.196,12.0,2.0,1.0,1.0
0.042,0.005,93.362,8.659,0.196,5.0,3.0,2.0,3.0
0.042,0.005,93.362,8.659,0.196,7.0,3.0,1.0,5.0
0.042,0.005,93.362,8.659,0.196,12.0,3.0,9.0,3.0
0.042,0.005,93.362,8.659,0.196,5.0,4.0,0.0,1.0
0.042,0.005,93.362,8.659,0.196,7.0,4.0,1.0,1.0
0.042,0.005,93.362,8.659,0.196,12.0,4.0,7.0,9.0
0.042,0.005,93.362,8.659,0.196,5.0,5.0,1.0,0.0
0.042,0.005,93.362,8.659,0.196,7.0,5.0,3.0,2.0
0.042,0.005,93.362,8.659,0.196,12.0,5.0,1.0,2.0
0.042,0.005,93.362,8.659,0.196,5.0,6.0,2.0,0.0
0.042,0.005,93.362,8.659,0.196,7.0,6.0,0.0,5.0
0.042,0.005,93.362,8.659,0.196,12.0,6.0,5.0,4.0
0.042,0.005,93.362,8.659,0.196,5.0,7.0,1.0,0.0
0.042,0.005,93.362,8.659,0.196,7.0,7.0,5.0,5.0
0.042,0.005,93.362,8.659,0.196,12.0,7.0,6.0,5.0
0.042,0.196,0.005,8.659,93.362,5.0,1.0,1.0,0.0
0.042,0.196,0.005,8.659,93.362,7.0,1.0,0.0,3.0
0.042,0.196,0.005,8.659,93.362,12.0,1.0,0.0,5.0
0.042,0.196,0.005,8.659,93.362,5.0,2.0,3.0,1.0
0.042,0.196,0.005,8.659,93.362,7.0,2.0,0.0,2.0
0.042,0.196,0.005,8.659,93.362,12.0,2.0,9.0,7.0
0.042,0.196,0.005,8.659,93.362,5.0,3.0,2.0,2.0
0.042,0.196,0.005,8.659,93.362,7.0,3.0,3.0,2.0
0.042,0.196,0.005,8.659,93.362,12.0,3.0,3.0,10.0
0.042,0.196,0.005,8.659,93.362,5.0,4.0,1.0,1.0
0.042,0.196,0.005,8.659,93.362,7.0,4.0,4.0,3.0
0.042,0.196,0.005,8.659,93.362,12.0,4.0,10.0,9.0
0.042,0.196,0.005,8.659,93.362,5.0,5.0,0.0,3.0
0.042,0.196,0.005,8.659,93.362,7.0,5.0,4.0,4.0
0.042,0.196,0.005,8.659,93.362,12.0,5.0,7.0,7.0
0.042,0.196,0.005,8.659,93.362,5.0,6.0,0.0,3.0
0.042,0.196,0.005,8.659,93.362,7.0,6.0,0.0,4.0
0.042,0.196,0.005,8.659,93.362,12.0,6.0,9.0,1.0
0.042,0.196,0.005,8.659,93.362,5.0,7.0,2.0,2.0
0.042,0.196,0.005,8.659,93.362,7.0,7.0,4.0,0.0
0.042,0.196,0.005,8.659,93.362,12.0,7.0,1.0,5.0
0.042,0.196,0.005,93.362,8.659,5.0,1.0,1.0,2.0
0.042,0.196,0.005,93.362,8.659,7.0,1.0,4.0,3.0
0.042,0.196,0.005,93.362,8.659,12.0,1.0,8.0,8.0
0.042,0.196,0.005,93.362,8.659,5.0,2.0,0.0,3.0
0.042,0.196,0.005,93.362,8.659,7.0,2.0,4.0,2.0
0.042,0.196,0.005,93.362,8.659,12.0,2.0,0.0,7.0
0.042,0.196,0.005,93.362,8.659,5.0,3.0,1.0,1.0
0.042,0.196,0.005,93.362,8.659,7.0,3.0,2.0,3.0
0.042,0.196,0.005,93.362,8.659,12.0,3.0,9.0,8.0
0.042,0.196,0.005,93.362,8.659,5.0,4.0,2.0,2.0
0.042,0.196,0.005,93.362,8.659,7.0,4.0,4.0,5.0
0.042,0.196,0.005,93.362,8.659,12.0,4.0,2.0,5.0
0.042,0.196,0.005,93.362,8.659,5.0,5.0,3.0,3.0
0.042,0.196,0.005,93.362,8.659,7.0,5.0,4.0,5.0
0.042,0.196,0.005,93.362,8.659,12.0,5.0,9.0,1.0
0.042,0.196,0.005,93.362,8.659,5.0,6.0,2.0,2.0
0.042,0.196,0.005,93.362,8.659,7.0,6.0,3.0,0.0
0.042,0.196,0.005,93.362,8.659,12.0,6.0,0.0,1.0
0.042,0.196,0.005,93.362,8.659,5.0,7.0,1.0,0.0
